; CSV, generated by DSView, sampled on 2025-08-30 21:34:11
; Channels (3/16)
; Sample rate: 100 MHz
; Sample count: 2.896 M Samples
Time(s), 0, 1, 2
0.00416993,0,0,0
0.00417018,1,0,0
0.00417023,0,0,0
0.00417038,1,0,0
0.00417043,0,0,0
0.00417059,1,0,0
0.00417063,0,0,0
0.00417078,1,0,0
0.00417083,0,0,0
0.00417098,1,0,0
0.00417103,0,0,0
0.00417119,1,0,0
0.00417123,0,0,0
0.00417149,1,0,0
0.00417153,0,0,0
0.00417179,1,0,0
0.00417183,0,0,0
0.00417208,1,0,0
0.00417213,0,0,0
0.00417238,1,0,0
0.00417243,0,0,0
0.00417259,1,0,0
0.00417263,0,0,0
0.00417278,1,0,0
0.00417283,0,0,0
0.00417299,1,0,0
0.00417303,0,0,0
0.00417319,1,0,0
0.00417323,0,0,0
0.00417339,1,0,0
0.00417343,0,0,0
0.00417359,1,0,0
0.00417363,0,0,0
0.00417378,1,0,0
0.00417383,0,0,0
0.00417409,1,0,0
0.00417413,0,0,0
0.00417429,1,0,0
0.00417433,0,0,0
0.00417468,1,0,0
0.00417473,0,0,0
0.00417498,1,0,0
0.00417503,0,0,0
0.00417518,1,0,0
0.00417523,0,0,0
0.00417539,1,0,0
0.00417543,0,0,0
0.00417568,1,0,0
0.00417573,0,0,0
0.00417598,1,0,0
0.00417603,0,0,0
0.00417618,1,0,0
0.00417623,0,0,0
0.00417638,1,0,0
0.00417643,0,0,0
0.00417658,1,0,0
0.00417663,0,0,0
0.00417678,1,0,0
0.00417683,0,0,0
0.00417699,1,0,0
0.00417703,0,0,0
0.00417728,1,0,0
0.00417733,0,0,0
0.00417749,1,0,0
0.00417753,0,0,0
0.00417769,1,0,0
0.00417773,0,0,0
0.00417789,1,0,0
0.00417793,0,0,0
0.00417819,1,0,0
0.00417823,0,0,0
0.00417838,1,0,0
0.00417843,0,0,0
0.00417858,1,0,0
0.00417863,0,0,0
0.00417879,1,0,0
0.00417883,0,0,0
0.00417908,1,0,0
0.00417913,0,0,0
0.00417948,1,0,0
0.00417952,0,0,0
0.00417987,1,0,0
0.00417992,0,0,0
0.00418019,1,0,0
0.00418023,0,0,0
0.00418048,1,0,0
0.00418053,0,0,0
0.00418069,1,0,0
0.00418073,0,0,0
0.00418108,1,0,0
0.00418113,0,0,0
0.00418149,1,0,0
0.00418153,0,0,0
0.00418178,1,0,0
0.00418183,0,0,0
0.00418198,1,0,0
0.00418203,0,0,0
0.00418229,1,0,0
0.00418233,0,0,0
0.00418249,1,0,0
0.00418253,0,0,0
0.00418278,1,0,0
0.00418283,0,0,0
0.00418299,1,0,0
0.00418304,0,0,0
0.00418329,1,0,0
0.00418333,0,0,0
0.00418358,1,0,0
0.00418363,0,0,0
0.00418379,1,0,0
0.00418383,0,0,0
0.00418399,1,0,0
0.00418403,0,0,0
0.00418419,1,0,0
0.00418423,0,0,0
0.00418438,1,0,0
0.00418443,0,0,0
0.00418468,1,0,0
0.00418473,0,0,0
0.00418498,1,0,0
0.00418503,0,0,0
0.00418518,1,0,0
0.00418523,0,0,0
0.00418538,1,0,0
0.00418543,0,0,0
0.00418559,1,0,0
0.00418563,0,0,0
0.00418589,1,0,0
0.00418593,0,0,0
0.00418628,1,0,0
0.00418633,0,0,0
0.00418658,1,0,0
0.00418663,0,0,0
0.00418678,1,0,0
0.00418683,0,0,0
0.00418698,1,0,0
0.00418703,0,0,0
0.00418728,1,0,0
0.00418733,0,0,0
0.00418758,1,0,0
0.00418763,0,0,0
0.00418779,1,0,0
0.00418783,0,0,0
0.00418799,1,0,0
0.00418803,0,0,0
0.00418819,1,0,0
0.00418823,0,0,0
0.00418848,1,0,0
0.00418853,0,0,0
0.00418869,1,0,0
0.00418873,0,0,0
0.00418908,1,0,0
0.00418913,0,0,0
0.00418938,1,0,0
0.00418943,0,0,0
0.00418959,1,0,0
0.00418964,0,0,0
0.00418988,1,0,0
0.00418993,0,0,0
0.00419009,1,0,0
0.00419014,0,0,0
0.00419038,1,0,0
0.00419043,0,0,0
0.00419058,1,0,0
0.00419063,0,0,0
0.00419079,1,0,0
0.00419083,0,0,0
0.00419099,1,0,0
0.00419103,0,0,0
0.00419119,1,0,0
0.00419123,0,0,0
0.00419149,1,0,0
0.00419153,0,0,0
0.00419168,1,0,0
0.00419173,0,0,0
0.00419189,1,0,0
0.00419193,0,0,0
0.00419218,1,0,0
0.00419223,0,0,0
0.00419239,1,0,0
0.00419244,0,0,0
0.00419259,1,0,0
0.00419264,0,0,0
0.00419279,1,0,0
0.00419283,0,0,0
0.00419299,1,0,0
0.00419304,0,0,0
0.00419329,1,0,0
0.00419334,0,0,0
0.00419359,1,0,0
0.00419363,0,0,0
0.00419379,1,0,0
0.00419384,0,0,0
0.00419399,1,0,0
0.00419404,0,0,0
0.00419419,1,0,0
0.00419424,0,0,0
0.00419439,1,0,0
0.00419444,0,0,0
0.00419459,1,0,0
0.00419464,0,0,0
0.00419489,1,0,0
0.00419493,0,0,0
0.00419519,1,0,0
0.00419524,0,0,0
0.00419539,1,0,0
0.00419544,0,0,0
0.00419559,1,0,0
0.00419564,0,0,0
0.00419579,1,0,0
0.00419583,0,0,0
0.00419599,1,0,0
0.00419603,0,0,0
0.00419619,1,0,0
0.00419623,0,0,0
0.00419639,1,0,0
0.00419643,0,0,0
0.00419668,1,0,0
0.00419673,0,0,0
0.00419699,1,0,0
0.00419703,0,0,0
0.00419719,1,0,0
0.00419723,0,0,0
0.00419739,1,0,0
0.00419743,0,0,0
0.00419759,1,0,0
0.00419764,0,0,0
0.00419779,1,0,0
0.00419784,0,0,0
0.00419809,1,0,0
0.00419813,0,0,0
0.00419829,1,0,0
0.00419834,0,0,0
0.00419849,1,0,0
0.00419854,0,0,0
0.00419869,1,0,0
0.00419873,0,0,0
0.00419898,1,0,0
0.00419903,0,0,0
0.00419919,1,0,0
0.00419923,0,0,0
0.00419939,1,0,0
0.00419944,0,0,0
0.00419959,1,0,0
0.00419963,0,0,0
0.00419978,1,0,0
0.00419983,0,0,0
0.00419999,1,0,0
0.00420004,0,0,0
0.00420029,1,0,0
0.00420033,0,0,0
0.00420059,1,0,0
0.00420063,0,0,0
0.00420088,1,0,0
0.00420093,0,0,0
0.00420119,1,0,0
0.00420123,0,0,0
0.00420139,1,0,0
0.00420143,0,0,0
0.00420159,1,0,0
0.00420163,0,0,0
0.00420179,1,0,0
0.00420184,0,0,0
0.00420199,1,0,0
0.00420203,0,0,0
0.00420219,1,0,0
0.00420223,0,0,0
0.00420239,1,0,0
0.00420244,0,0,0
0.00420259,1,0,0
0.00420264,0,0,0
0.00420289,1,0,0
0.00420293,0,0,0
0.00420309,1,0,0
0.00420314,0,0,0
0.00420349,1,0,0
0.00420353,0,0,0
0.00420379,1,0,0
0.00420383,0,0,0
0.00420409,1,0,0
0.00420414,0,0,0
0.00420449,1,0,0
0.00420453,0,0,0
0.00420479,1,0,0
0.00420483,0,0,0
0.00420499,1,0,0
0.00420504,0,0,0
0.00420519,1,0,0
0.00420524,0,0,0
0.00420539,1,0,0
0.00420544,0,0,0
0.00420559,1,0,0
0.00420564,0,0,0
0.00420579,1,0,0
0.00420583,0,0,0
0.00420608,1,0,0
0.00420613,0,0,0
0.00420629,1,0,0
0.00420633,0,0,0
0.00420649,1,0,0
0.00420653,0,0,0
0.00420669,1,0,0
0.00420673,0,0,0
0.00420699,1,0,0
0.00420703,0,0,0
0.00420719,1,0,0
0.00420724,0,0,0
0.00420749,1,0,0
0.00420753,0,0,0
0.00420789,1,0,0
0.00420793,0,0,0
0.00420809,1,0,0
0.00420813,0,0,0
0.00420829,1,0,0
0.00420834,0,0,0
0.00420869,1,0,0
0.00420874,0,0,0
0.00420899,1,0,0
0.00420903,0,0,0
0.00420919,1,0,0
0.00420923,0,0,0
0.00420939,1,0,0
0.00420943,0,0,0
0.00420959,1,0,0
0.00420964,0,0,0
0.00420989,1,0,0
0.00420993,0,0,0
0.00421029,1,0,0
0.00421033,0,0,0
0.00421069,1,0,0
0.00421074,0,0,0
0.00421109,1,0,0
0.00421113,0,0,0
0.00421138,1,0,0
0.00421143,0,0,0
0.00421159,1,0,0
0.00421164,0,0,0
0.00421189,1,0,0
0.00421194,0,0,0
0.00421229,1,0,0
0.00421234,0,0,0
0.00421269,1,0,0
0.00421274,0,0,0
0.00421299,1,0,0
0.00421304,0,0,0
0.00421319,1,0,0
0.00421324,0,0,0
0.00421349,1,0,0
0.00421354,0,0,0
0.00421379,1,0,0
0.00421383,0,0,0
0.00421399,1,0,0
0.00421404,0,0,0
0.00421429,1,0,0
0.00421433,0,0,0
0.00421469,1,0,0
0.00421473,0,0,0
0.00421509,1,0,0
0.00421513,0,0,0
0.00421539,1,0,0
0.00421544,0,0,0
0.00421569,1,0,0
0.00421574,0,0,0
0.00421589,1,0,0
0.00421594,0,0,0
0.00421609,1,0,0
0.00421614,0,0,0
0.00421639,1,0,0
0.00421643,0,0,0
0.00421669,1,0,0
0.00421673,0,0,0
0.00421709,1,0,0
0.00421714,0,0,0
0.00421749,1,0,0
0.00421754,0,0,0
0.00421779,1,0,0
0.00421784,0,0,0
0.00421799,1,0,0
0.00421804,0,0,0
0.00421829,1,0,0
0.00421834,0,0,0
0.00421859,1,0,0
0.00421863,0,0,0
0.00421889,1,0,0
0.00421893,0,0,0
0.00421919,1,0,0
0.00421923,0,0,0
0.00421949,1,0,0
0.00421953,0,0,0
0.00421989,1,0,0
0.00421994,0,0,0
0.00422019,1,0,0
0.00422024,0,0,0
0.00422048,1,0,0
0.00422053,0,0,0
0.00422069,1,0,0
0.00422073,0,0,0
0.00422089,1,0,0
0.00422094,0,0,0
0.0042211,1,0,0
0.00422115,0,0,0
0.00422149,1,0,0
0.00422153,0,0,0
0.00422179,1,0,0
0.00422183,0,0,0
0.00422208,1,0,0
0.00422213,0,0,0
0.00422229,1,0,0
0.00422233,0,0,0
0.00422249,1,0,0
0.00422253,0,0,0
0.00422279,1,0,0
0.00422283,0,0,0
0.00422299,1,0,0
0.00422304,0,0,0
0.00422329,1,0,0
0.00422334,0,0,0
0.00422359,1,0,0
0.00422364,0,0,0
0.00422379,1,0,0
0.00422384,0,0,0
0.004224,1,0,0
0.00422404,0,0,0
0.0042242,1,0,0
0.00422424,0,0,0
0.0042244,1,0,0
0.00422444,0,0,0
0.00422469,1,0,0
0.00422474,0,0,0
0.00422499,1,0,0
0.00422504,0,0,0
0.00422529,1,0,0
0.00422534,0,0,0
0.00422549,1,0,0
0.00422554,0,0,0
0.00422589,1,0,0
0.00422593,0,0,0
0.00422629,1,0,0
0.00422633,0,0,0
0.00422659,1,0,0
0.00422663,0,0,0
0.00422679,1,0,0
0.00422684,0,0,0
0.00422699,1,0,0
0.00422704,0,0,0
0.00422719,1,0,0
0.00422724,0,0,0
0.00422749,1,0,0
0.00422753,0,0,0
0.00422789,1,0,0
0.00422794,0,0,0
0.00422829,1,0,0
0.00422834,0,0,0
0.00422859,1,0,0
0.00422864,0,0,0
0.00422889,1,0,0
0.00422894,0,0,0
0.0042291,1,0,0
0.00422915,0,0,0
0.00422949,1,0,0
0.00422953,0,0,0
0.00422989,1,0,0
0.00422993,0,0,0
0.00423019,1,0,0
0.00423023,0,0,0
0.00423049,1,0,0
0.00423053,0,0,0
0.00423069,1,0,0
0.00423074,0,0,0
0.00423109,1,0,0
0.00423113,0,0,0
0.00423139,1,0,0
0.00423143,0,0,0
0.00423159,1,0,0
0.00423164,0,0,0
0.0042318,1,0,0
0.00423184,0,0,0
0.00423209,1,0,0
0.00423214,0,0,0
0.00423239,1,0,0
0.00423244,0,0,0
0.00423269,1,0,0
0.00423274,0,0,0
0.00423309,1,0,0
0.00423314,0,0,0
0.00423349,1,0,0
0.00423354,0,0,0
0.00423389,1,0,0
0.00423394,0,0,0
0.00423429,1,0,0
0.00423434,0,0,0
0.00423469,1,0,0
0.00423474,0,0,0
0.00423499,1,0,0
0.00423504,0,0,0
0.00423529,1,0,0
0.00423533,0,0,0
0.00423549,1,0,0
0.00423554,0,0,0
0.00423579,1,0,0
0.00423584,0,0,0
0.00423609,1,0,0
0.00423613,0,0,0
0.00423639,1,0,0
0.00423644,0,0,0
0.00423659,1,0,0
0.00423664,0,0,0
0.00423679,1,0,0
0.00423684,0,0,0
0.00423699,1,0,0
0.00423704,0,0,0
0.00423719,1,0,0
0.00423724,0,0,0
0.0042375,1,0,0
0.00423754,0,0,0
0.00423789,1,0,0
0.00423794,0,0,0
0.00423829,1,0,0
0.00423833,0,0,0
0.00423869,1,0,0
0.00423873,0,0,0
0.00423909,1,0,0
0.00423914,0,0,0
0.0042394,1,0,0
0.00423944,0,0,0
0.00423969,1,0,0
0.00423974,0,0,0
0.0042399,1,0,0
0.00423995,0,0,0
0.00424009,1,0,0
0.00424014,0,0,0
0.00424039,1,0,0
0.00424044,0,0,0
0.00424069,1,0,0
0.00424074,0,0,0
0.00424099,1,0,0
0.00424104,0,0,0
0.00424129,1,0,0
0.00424133,0,0,0
0.00424159,1,0,0
0.00424164,0,0,0
0.00424189,1,0,0
0.00424194,0,0,0
0.0042423,1,0,0
0.00424235,0,0,0
0.00424269,1,0,0
0.00424274,0,0,0
0.00424309,1,0,0
0.00424314,0,0,0
0.00424339,1,0,0
0.00424344,0,0,0
0.00424359,1,0,0
0.00424364,0,0,0
0.0042438,1,0,0
0.00424385,0,0,0
0.00424409,1,0,0
0.00424414,0,0,0
0.00424439,1,0,0
0.00424444,0,0,0
0.00424459,1,0,0
0.00424464,0,0,0
0.00424479,1,0,0
0.00424484,0,0,0
0.00424499,1,0,0
0.00424504,0,0,0
0.00424519,1,0,0
0.00424524,0,0,0
0.00424539,1,0,0
0.00424544,0,0,0
0.00424559,1,0,0
0.00424564,0,0,0
0.00424589,1,0,0
0.00424594,0,0,0
0.00424609,1,0,0
0.00424614,0,0,0
0.00424639,1,0,0
0.00424644,0,0,0
0.00424659,1,0,0
0.00424664,0,0,0
0.0042468,1,0,0
0.00424684,0,0,0
0.004247,1,0,0
0.00424705,0,0,0
0.0042472,1,0,0
0.00424725,0,0,0
0.0042474,1,0,0
0.00424745,0,0,0
0.0042476,1,0,0
0.00424765,0,0,0
0.00424779,1,0,0
0.00424784,0,0,0
0.004248,1,0,0
0.00424805,0,0,0
0.00424829,1,0,0
0.00424834,0,0,0
0.0042486,1,0,0
0.00424865,0,0,0
0.00424879,1,0,0
0.00424884,0,0,0
0.004249,1,0,0
0.00424904,0,0,0
0.00424929,1,0,0
0.00424934,0,0,0
0.00424949,1,0,0
0.00424954,0,0,0
0.00424969,1,0,0
0.00424974,0,0,0
0.00424989,1,0,0
0.00424994,0,0,0
0.00425019,1,0,0
0.00425024,0,0,0
0.00425039,1,0,0
0.00425044,0,0,0
0.0042506,1,0,0
0.00425065,0,0,0
0.0042508,1,0,0
0.00425085,0,0,0
0.004251,1,0,0
0.00425105,0,0,0
0.00425119,1,0,0
0.00425124,0,0,0
0.00425149,1,0,0
0.00425154,0,0,0
0.0042518,1,0,0
0.00425184,0,0,0
0.00425209,1,0,0
0.00425214,0,0,0
0.00425249,1,0,0
0.00425254,0,0,0
0.0042527,1,0,0
0.00425274,0,0,0
0.0042529,1,0,0
0.00425295,0,0,0
0.00425319,1,0,0
0.00425324,0,0,0
0.0042534,1,0,0
0.00425344,0,0,0
0.0042536,1,0,0
0.00425365,0,0,0
0.0042538,1,0,0
0.00425384,0,0,0
0.00425399,1,0,0
0.00425404,0,0,0
0.00425429,1,0,0
0.00425434,0,0,0
0.00425459,1,0,0
0.00425464,0,0,0
0.00425479,1,0,0
0.00425484,0,0,0
0.004255,1,0,0
0.00425505,0,0,0
0.0042552,1,0,0
0.00425525,0,0,0
0.00425539,1,0,0
0.00425544,0,0,0
0.00425569,1,0,0
0.00425574,0,0,0
0.00425589,1,0,0
0.00425594,0,0,0
0.0042561,1,0,0
0.00425614,0,0,0
0.0042563,1,0,0
0.00425635,0,0,0
0.0042566,1,0,0
0.00425665,0,0,0
0.0042568,1,0,0
0.00425684,0,0,0
0.00425699,1,0,0
0.00425704,0,0,0
0.0042572,1,0,0
0.00425725,0,0,0
0.0042574,1,0,0
0.00425745,0,0,0
0.0042576,1,0,0
0.00425765,0,0,0
0.0042579,1,0,0
0.00425795,0,0,0
0.0042582,1,0,0
0.00425825,0,0,0
0.0042585,1,0,0
0.00425855,0,0,0
0.00425879,1,0,0
0.00425884,0,0,0
0.004259,1,0,0
0.00425905,0,0,0
0.0042592,1,0,0
0.00425925,0,0,0
0.0042594,1,0,0
0.00425945,0,0,0
0.0042596,1,0,0
0.00425965,0,0,0
0.00425979,1,0,0
0.00425984,0,0,0
0.00425999,1,0,0
0.00426004,0,0,0
0.0042602,1,0,0
0.00426025,0,0,0
0.00426049,1,0,0
0.00426054,0,0,0
0.0042607,1,0,0
0.00426074,0,0,0
0.00426109,1,0,0
0.00426114,0,0,0
0.00426139,1,0,0
0.00426144,0,0,0
0.0042616,1,0,0
0.00426165,0,0,0
0.0042618,1,0,0
0.00426184,0,0,0
0.00426209,1,0,0
0.00426214,0,0,0
0.00426239,1,0,0
0.00426244,0,0,0
0.0042626,1,0,0
0.00426265,0,0,0
0.0042628,1,0,0
0.00426285,0,0,0
0.004263,1,0,0
0.00426305,0,0,0
0.0042632,1,0,0
0.00426325,0,0,0
0.0042634,1,0,0
0.00426345,0,0,0
0.0042637,1,0,0
0.00426374,0,0,0
0.0042639,1,0,0
0.00426395,0,0,0
0.0042641,1,0,0
0.00426415,0,0,0
0.0042643,1,0,0
0.00426435,0,0,0
0.0042646,1,0,0
0.00426465,0,0,0
0.0042648,1,0,0
0.00426485,0,0,0
0.004265,1,0,0
0.00426505,0,0,0
0.0042652,1,0,0
0.00426525,0,0,0
0.0042655,1,0,0
0.00426555,0,0,0
0.0042659,1,0,0
0.00426595,0,0,0
0.0042663,1,0,0
0.00426635,0,0,0
0.0042666,1,0,0
0.00426665,0,0,0
0.0042669,1,0,0
0.00426695,0,0,0
0.0042671,1,0,0
0.00426715,0,0,0
0.00426749,1,0,0
0.00426754,0,0,0
0.00426789,1,0,0
0.00426794,0,0,0
0.0042682,1,0,0
0.00426825,0,0,0
0.0042684,1,0,0
0.00426845,0,0,0
0.0042687,1,0,0
0.00426875,0,0,0
0.00426889,1,0,0
0.00426894,0,0,0
0.00426919,1,0,0
0.00426924,0,0,0
0.0042694,1,0,0
0.00426945,0,0,0
0.0042697,1,0,0
0.00426975,0,0,0
0.00427,1,0,0
0.00427005,0,0,0
0.0042702,1,0,0
0.00427025,0,0,0
0.0042704,1,0,0
0.00427045,0,0,0
0.0042706,1,0,0
0.00427064,0,0,0
0.0042708,1,0,0
0.00427085,0,0,0
0.0042711,1,0,0
0.00427115,0,0,0
0.0042714,1,0,0
0.00427145,0,0,0
0.0042716,1,0,0
0.00427165,0,0,0
0.00427181,1,0,0
0.00427185,0,0,0
0.0042721,1,0,0
0.00427215,0,0,0
0.0042724,1,0,0
0.00427245,0,0,0
0.0042727,1,0,0
0.00427275,0,0,0
0.00427299,1,0,0
0.00427304,0,0,0
0.0042732,1,0,0
0.00427325,0,0,0
0.0042734,1,0,0
0.00427345,0,0,0
0.00427369,1,0,0
0.00427374,0,0,0
0.0042739,1,0,0
0.00427395,0,0,0
0.00427419,1,0,0
0.00427424,0,0,0
0.0042744,1,0,0
0.00427445,0,0,0
0.00427461,1,0,0
0.00427465,0,0,0
0.0042749,1,0,0
0.00427495,0,0,0
0.0042751,1,0,0
0.00427515,0,0,0
0.00427549,1,0,0
0.00427554,0,0,0
0.00427579,1,0,0
0.00427584,0,0,0
0.004276,1,0,0
0.00427605,0,0,0
0.00427629,1,0,0
0.00427634,0,0,0
0.0042765,1,0,0
0.00427654,0,0,0
0.0042768,1,0,0
0.00427685,0,0,0
0.004277,1,0,0
0.00427705,0,0,0
0.0042772,1,0,0
0.00427725,0,0,0
0.00427741,1,0,0
0.00427745,0,0,0
0.0042776,1,0,0
0.00427765,0,0,0
0.0042779,1,0,0
0.00427795,0,0,0
0.0042781,1,0,0
0.00427815,0,0,0
0.0042783,1,0,0
0.00427835,0,0,0
0.0042786,1,0,0
0.00427864,0,0,0
0.0042788,1,0,0
0.00427885,0,0,0
0.004279,1,0,0
0.00427905,0,0,0
0.00427921,1,0,0
0.00427925,0,0,0
0.0042794,1,0,0
0.00427945,0,0,0
0.0042797,1,0,0
0.00427975,0,0,0
0.00428,1,0,0
0.00428005,0,0,0
0.0042802,1,0,0
0.00428025,0,0,0
0.0042804,1,0,0
0.00428045,0,0,0
0.00428061,1,0,0
0.00428065,0,0,0
0.0042808,1,0,0
0.00428085,0,0,0
0.004281,1,0,0
0.00428105,0,0,0
0.0042813,1,0,0
0.00428135,0,0,0
0.0042816,1,0,0
0.00428165,0,0,0
0.0042818,1,0,0
0.00428185,0,0,0
0.004282,1,0,0
0.00428205,0,0,0
0.0042822,1,0,0
0.00428225,0,0,0
0.0042824,1,0,0
0.00428245,0,0,0
0.0042826,1,0,0
0.00428264,0,0,0
0.0042828,1,0,0
0.00428285,0,0,0
0.0042831,1,0,0
0.00428315,0,0,0
0.00428339,1,0,0
0.00428344,0,0,0
0.0042836,1,0,0
0.00428365,0,0,0
0.00428381,1,0,0
0.00428385,0,0,0
0.004284,1,0,0
0.00428405,0,0,0
0.0042842,1,0,0
0.00428425,0,0,0
0.0042845,1,0,0
0.00428455,0,0,0
0.00428471,1,0,0
0.00428475,0,0,0
0.00428491,1,0,0
0.00428495,0,0,0
0.0042851,1,0,0
0.00428515,0,0,0
0.0042854,1,0,0
0.00428545,0,0,0
0.0042856,1,0,0
0.00428565,0,0,0
0.00428581,1,0,0
0.00428585,0,0,0
0.00428601,1,0,0
0.00428605,0,0,0
0.0042862,1,0,0
0.00428624,0,0,0
0.0042864,1,0,0
0.00428645,0,0,0
0.0042867,1,0,0
0.00428675,0,0,0
0.00428701,1,0,0
0.00428705,0,0,0
0.0042873,1,0,0
0.00428735,0,0,0
0.0042876,1,0,0
0.00428765,0,0,0
0.00428781,1,0,0
0.00428785,0,0,0
0.00428801,1,0,0
0.00428805,0,0,0
0.00428821,1,0,0
0.00428825,0,0,0
0.0042884,1,0,0
0.00428845,0,0,0
0.00428861,1,0,0
0.00428865,0,0,0
0.00428881,1,0,0
0.00428885,0,0,0
0.00428901,1,0,0
0.00428905,0,0,0
0.0042893,1,0,0
0.00428935,0,0,0
0.00428951,1,0,0
0.00428955,0,0,0
0.0042899,1,0,0
0.00428995,0,0,0
0.0042902,1,0,0
0.00429025,0,0,0
0.0042905,1,0,0
0.00429055,0,0,0
0.0042909,1,0,0
0.00429095,0,0,0
0.00429119,1,0,0
0.00429124,0,0,0
0.0042914,1,0,0
0.00429145,0,0,0
0.00429161,1,0,0
0.00429165,0,0,0
0.0042918,1,0,0
0.00429185,0,0,0
0.004292,1,0,0
0.00429205,0,0,0
0.00429221,1,0,0
0.00429226,0,0,0
0.0042925,1,0,0
0.00429255,0,0,0
0.00429271,1,0,0
0.00429275,0,0,0
0.0042929,1,0,0
0.00429295,0,0,0
0.00429311,1,0,0
0.00429315,0,0,0
0.00429341,1,0,0
0.00429345,0,0,0
0.00429361,1,0,0
0.00429365,0,0,0
0.0042938,1,0,0
0.00429385,0,0,0
0.0042941,1,0,0
0.00429415,0,0,0
0.00429431,1,0,0
0.00429435,0,0,0
0.00429471,1,0,0
0.00429475,0,0,0
0.0042951,1,0,0
0.00429515,0,0,0
0.0042954,1,0,0
0.00429545,0,0,0
0.00429561,1,0,0
0.00429565,0,0,0
0.00429581,1,0,0
0.00429585,0,0,0
0.00429611,1,0,0
0.00429615,0,0,0
0.00429641,1,0,0
0.00429645,0,0,0
0.0042967,1,0,0
0.00429675,0,0,0
0.0042971,1,0,0
0.00429715,0,0,0
0.0042973,1,0,0
0.00429735,0,0,0
0.00429761,1,0,0
0.00429765,0,0,0
0.00429791,1,0,0
0.00429795,0,0,0
0.00429831,1,0,0
0.00429835,0,0,0
0.0042987,1,0,0
0.00429875,0,0,0
0.0042991,1,0,0
0.00429914,0,0,0
0.0042994,1,0,0
0.00429944,0,0,0
0.0042996,1,0,0
0.00429965,0,0,0
0.0042999,1,0,0
0.00429995,0,0,0
0.0043002,1,0,0
0.00430025,0,0,0
0.0043004,1,0,0
0.00430045,0,0,0
0.0043007,1,0,0
0.00430075,0,0,0
0.0043011,1,0,0
0.00430115,0,0,0
0.0043014,1,0,0
0.00430145,0,0,0
0.00430171,1,0,0
0.00430175,0,0,0
0.00430201,1,0,0
0.00430205,0,0,0
0.00430221,1,0,0
0.00430225,0,0,0
0.0043024,1,0,0
0.00430245,0,0,0
0.0043026,1,0,0
0.00430265,0,0,0
0.00430281,1,0,0
0.00430285,0,0,0
0.0043031,1,0,0
0.00430315,0,0,0
0.00430341,1,0,0
0.00430345,0,0,0
0.00430361,1,0,0
0.00430366,0,0,0
0.00430381,1,0,0
0.00430386,0,0,0
0.00430411,1,0,0
0.00430415,0,0,0
0.00430431,1,0,0
0.00430435,0,0,0
0.0043047,1,0,0
0.00430475,0,0,0
0.00430501,1,0,0
0.00430505,0,0,0
0.0043053,1,0,0
0.00430535,0,0,0
0.00430551,1,0,0
0.00430555,0,0,0
0.00430571,1,0,0
0.00430575,0,0,0
0.00430591,1,0,0
0.00430596,0,0,0
0.00430631,1,0,0
0.00430635,0,0,0
0.0043067,1,0,0
0.00430675,0,0,0
0.0043071,1,0,0
0.00430715,0,0,0
0.0043075,1,0,0
0.00430755,0,0,0
0.0043079,1,0,0
0.00430795,0,0,0
0.00430821,1,0,0
0.00430825,0,0,0
0.0043085,1,0,0
0.00430855,0,0,0
0.00430871,1,0,0
0.00430875,0,0,0
0.00430891,1,0,0
0.00430895,0,0,0
0.0043092,1,0,0
0.00430925,0,0,0
0.0043095,1,0,0
0.00430955,0,0,0
0.00430991,1,0,0
0.00430995,0,0,0
0.0043103,1,0,0
0.00431035,0,0,0
0.00431061,1,0,0
0.00431065,0,0,0
0.00431081,1,0,0
0.00431086,0,0,0
0.00431101,1,0,0
0.00431106,0,0,0
0.00431131,1,0,0
0.00431135,0,0,0
0.0043116,1,0,0
0.00431165,0,0,0
0.00431181,1,0,0
0.00431185,0,0,0
0.00431201,1,0,0
0.00431205,0,0,0
0.0043122,1,0,0
0.00431225,0,0,0
0.0043124,1,0,0
0.00431245,0,0,0
0.00431261,1,0,0
0.00431265,0,0,0
0.00431291,1,0,0
0.00431295,0,0,0
0.00431311,1,0,0
0.00431315,0,0,0
0.0043133,1,0,0
0.00431335,0,0,0
0.00431351,1,0,0
0.00431355,0,0,0
0.00431391,1,0,0
0.00431395,0,0,0
0.00431421,1,0,0
0.00431425,0,0,0
0.00431451,1,0,0
0.00431455,0,0,0
0.00431481,1,0,0
0.00431485,0,0,0
0.00431501,1,0,0
0.00431505,0,0,0
0.00431521,1,0,0
0.00431525,0,0,0
0.00431541,1,0,0
0.00431546,0,0,0
0.00431571,1,0,0
0.00431575,0,0,0
0.00431601,1,0,0
0.00431606,0,0,0
0.00431631,1,0,0
0.00431635,0,0,0
0.00431651,1,0,0
0.00431656,0,0,0
0.0043168,1,0,0
0.00431685,0,0,0
0.00431701,1,0,0
0.00431705,0,0,0
0.00431721,1,0,0
0.00431726,0,0,0
0.00431751,1,0,0
0.00431755,0,0,0
0.00431781,1,0,0
0.00431785,0,0,0
0.00431801,1,0,0
0.00431806,0,0,0
0.00431821,1,0,0
0.00431825,0,0,0
0.00431841,1,0,0
0.00431845,0,0,0
0.00431861,1,0,0
0.00431865,0,0,0
0.00431891,1,0,0
0.00431895,0,0,0
0.0043192,1,0,0
0.00431925,0,0,0
0.0043195,1,0,0
0.00431955,0,0,0
0.00431971,1,0,0
0.00431975,0,0,0
0.0043201,1,0,0
0.00432015,0,0,0
